HospitalID,Admissions,Beds,StaffingLevel,TotalOperatingCost
HOSP_1414,40585,575,1810,336663935
HOSP_1415,28485,654,2227,319803260
HOSP_1416,37496,498,1920,370557634
HOSP_1417,29750,733,2631,315613516
HOSP_1418,9564,287,993,128376417
HOSP_1419,34032,492,1240,233428088
HOSP_1420,2805,86,328,41938575
HOSP_1421,11123,233,661,120676636
HOSP_1422,41472,796,2558,426817184
HOSP_1423,8307,241,822,101253019
HOSP_1424,24207,630,2721,301303227
HOSP_1425,29549,638,2096,293860063
HOSP_1426,4095,74,284,45183822
HOSP_1427,14672,355,1194,162504748
HOSP_1428,3471,58,197,36225074
HOSP_1429,12640,323,1246,145421132
HOSP_1430,13815,430,1849,216645813
HOSP_1431,29449,846,3443,376214974
HOSP_1432,17307,298,1213,164683113
HOSP_1433,21164,520,2072,283472184
HOSP_1434,11607,221,963,141002325
HOSP_1435,57106,787,3264,499291333
HOSP_1436,30626,745,2811,416574618
HOSP_1437,34321,713,2111,337050055
HOSP_1438,10773,223,754,103269410
HOSP_1439,34434,838,2101,329566716
HOSP_1440,57947,734,2452,529352191
HOSP_1441,51967,959,3225,506685548
HOSP_1442,29383,394,1341,272260875
HOSP_1443,16131,264,838,140356364
HOSP_1444,39938,818,2405,377777042
HOSP_1445,71265,975,2667,621123403
HOSP_1446,12455,201,770,126873978
HOSP_1447,6984,97,381,70895919
HOSP_1448,4622,154,549,72361534
HOSP_1449,16721,217,831,158683803
HOSP_1450,4439,129,396,56768845
HOSP_1451,39036,594,2546,380579698
HOSP_1452,22610,371,1132,223032848
HOSP_1453,33253,480,1365,257615939
HOSP_1454,26772,362,1273,208477146
HOSP_1455,46805,696,2392,392358516
HOSP_1456,12352,257,788,136427835
HOSP_1457,21392,697,2712,355156856
HOSP_1458,5328,138,401,58993647
HOSP_1459,31531,493,1996,303443334
HOSP_1460,53234,902,3031,505478734
HOSP_1461,40087,862,3021,399365819
HOSP_1462,60540,810,2303,475795960
HOSP_1463,34779,533,1945,365845984
HOSP_1464,40224,654,2444,355456931
HOSP_1465,13530,284,1045,148038405
HOSP_1466,45128,624,2523,403902042
HOSP_1467,36240,784,2328,333820435
HOSP_1468,18352,273,1047,166274903
HOSP_1469,19690,397,1325,195498251
HOSP_1470,65517,862,3215,535618532
HOSP_1471,42000,714,2621,396345629
HOSP_1472,4628,140,450,57212756
HOSP_1473,13341,371,1609,178558953
HOSP_1474,6740,205,826,83670167
HOSP_1475,50285,832,2657,460883457
HOSP_1476,43790,844,3335,477538465
HOSP_1477,2245,64,181,26695276
HOSP_1478,28509,671,1723,288107619
HOSP_1479,23886,331,1283,247549315
HOSP_1480,16001,505,1287,182317257
HOSP_1481,28724,578,2298,305453967
HOSP_1482,22176,660,1767,247113380
HOSP_1483,31980,484,1434,280062127
HOSP_1484,67176,891,3925,603207084
HOSP_1485,46872,964,2555,423471915
HOSP_1486,2522,79,208,25744144
HOSP_1487,46337,642,2428,444861250
HOSP_1488,10314,144,508,92388441
HOSP_1489,47191,758,3171,529369145
HOSP_1490,29318,459,1341,217742625
HOSP_1491,8041,158,629,86236119
HOSP_1492,15113,295,777,143935680
HOSP_1493,62122,999,3255,604108437
HOSP_1494,14606,422,1119,169130066
HOSP_1495,27933,470,1480,258144454
HOSP_1496,6234,134,530,71445409
HOSP_1497,11860,234,592,98360702
HOSP_1498,14299,284,1036,169315877
HOSP_1499,31977,540,2144,287809354
HOSP_1500,38474,588,2524,369862208
HOSP_1501,24335,619,2431,278785148
HOSP_1502,36712,489,1339,322503563
HOSP_1503,65121,823,2249,447407416
HOSP_1504,11130,200,576,105602349
HOSP_1505,38865,845,3018,408012975
HOSP_1506,11823,189,795,122142588
HOSP_1507,13754,383,1156,146082133
HOSP_1508,72135,985,2572,515173597
HOSP_1509,12701,246,1019,155021848
HOSP_1510,12093,206,518,88125219
HOSP_1511,15541,260,1111,181851066
HOSP_1512,37731,859,2915,431480128
HOSP_1513,51664,827,2646,401203714
HOSP_1514,12970,207,823,135340152
HOSP_1515,32930,489,1576,294756478
HOSP_1516,44286,723,2445,399079230
HOSP_1517,18101,585,1827,203599615
HOSP_1518,37192,488,1806,318613244
HOSP_1519,5580,110,330,49753701
HOSP_1520,15405,200,542,115762334
HOSP_1521,62510,920,3619,569028823
HOSP_1522,59351,956,3907,571333405
HOSP_1523,21994,419,1624,248077540
HOSP_1524,2429,54,239,32857430
HOSP_1525,49726,950,3496,454211029
HOSP_1526,6279,97,373,57325561
HOSP_1527,63687,808,2735,466383494
HOSP_1528,2547,53,229,30281734
HOSP_1529,38421,944,3246,474028728
HOSP_1530,38399,848,3795,422071569
HOSP_1531,14367,410,1498,180540239
HOSP_1532,12876,239,874,138414784
HOSP_1533,19633,262,870,157013328
HOSP_1534,42129,854,2238,381954192
HOSP_1535,35410,909,3750,422314902
HOSP_1536,44471,614,2484,452619532
HOSP_1537,28726,949,2873,363145855
HOSP_1538,24341,439,1619,274145432
HOSP_1539,15749,276,899,136160546
HOSP_1540,9955,230,798,107708916
HOSP_1541,12640,233,686,114536958
HOSP_1542,19413,413,1721,226388255
HOSP_1543,53315,749,3054,575485107
HOSP_1544,12947,256,1134,141683263
HOSP_1545,44074,733,2042,407595518
HOSP_1546,34204,565,2269,349056432
HOSP_1547,3239,76,233,31924215
HOSP_1548,24808,589,1554,252875460
HOSP_1549,5838,129,455,70297078
HOSP_1550,23241,668,2837,307399494
HOSP_1551,43973,907,2848,445756165
HOSP_1552,18448,293,1192,161380414
HOSP_1553,25478,745,2059,295346085
HOSP_1554,4237,59,179,35148532
HOSP_1555,13134,235,841,122674844
HOSP_1556,20888,426,1666,240113202
HOSP_1557,11765,369,1599,161349083
HOSP_1558,35802,527,1824,279251223
HOSP_1559,43425,634,2144,402654602
HOSP_1560,6852,120,319,60506099
HOSP_1561,24981,477,1982,248960114
HOSP_1562,14259,179,654,118301957
HOSP_1563,6601,196,673,92223683
HOSP_1564,66583,926,3365,599520793
HOSP_1565,17217,410,1374,175360388
HOSP_1566,18689,347,1079,173391722
HOSP_1567,63107,806,2919,515373143
HOSP_1568,33117,492,1289,292612403
HOSP_1569,55096,816,2718,447878932
HOSP_1570,10646,302,1124,147604052
HOSP_1571,39550,905,2868,384198715
HOSP_1572,33778,432,1325,279062670
HOSP_1573,11848,388,1685,198040471
HOSP_1574,32922,756,2556,313704842
HOSP_1575,39478,814,3353,402593994
HOSP_1576,21000,513,1418,215818684
HOSP_1577,38302,547,2152,360221881
HOSP_1578,38392,951,2914,429056077
HOSP_1579,22141,644,2793,329042051
HOSP_1580,24308,555,2250,333893089
HOSP_1581,3931,77,229,37121151
HOSP_1582,31417,397,1335,242989907
HOSP_1583,52456,844,3659,530662525
HOSP_1584,8739,274,1060,112021411
HOSP_1585,63652,948,2679,546400129
HOSP_1586,36617,579,2200,316497144
HOSP_1587,26701,700,2993,357105830
HOSP_1588,12364,353,1519,184784426
HOSP_1589,21965,437,1291,238062273
HOSP_1590,36400,729,2109,332166456
HOSP_1591,42801,907,3838,554229129
HOSP_1592,18424,568,1917,240534844
HOSP_1593,17695,381,1377,175322896
HOSP_1594,36152,543,1840,301298136
HOSP_1595,46335,640,1822,352384829
HOSP_1596,68610,943,4227,746035203
HOSP_1597,2019,50,196,21738690
HOSP_1598,11439,347,902,128268166
HOSP_1599,54873,939,4216,588126280
HOSP_1600,6100,142,511,66655278
HOSP_1601,43134,644,2207,343005195
HOSP_1602,33236,662,2511,368800048
HOSP_1603,67369,933,4196,702120884
HOSP_1604,21665,458,1262,189165286
HOSP_1605,46965,705,2275,377395706
HOSP_1606,51851,962,2481,471717127
HOSP_1607,45304,701,2068,439602889
HOSP_1608,6133,178,525,70702474
HOSP_1609,71213,983,2501,524075083
HOSP_1610,15331,242,781,136781476
HOSP_1611,26282,771,3432,423955818
HOSP_1612,45599,799,3336,508047567
HOSP_1613,11031,213,797,129035768
HOSP_1614,42827,681,2799,415740476
HOSP_1615,32298,441,1513,251485915
HOSP_1616,65921,830,2450,598286741
HOSP_1617,5413,124,498,63284047
HOSP_1618,42103,902,3048,479899813
HOSP_1619,26111,507,2269,285822176
HOSP_1620,15960,403,1505,176420793
HOSP_1621,15167,447,1194,168081251
HOSP_1622,43547,728,2700,385517234
HOSP_1623,21581,440,1264,225498959
HOSP_1624,3390,61,248,37325874
HOSP_1625,19951,389,1704,248343450
HOSP_1626,47240,692,2269,381626244
HOSP_1627,19599,271,831,141786110
HOSP_1628,27944,391,1557,254509258
HOSP_1629,22208,417,1842,226357616
HOSP_1630,27045,532,1677,245184618
HOSP_1631,11883,205,615,115790025
HOSP_1632,34187,517,1306,279648676
HOSP_1633,31546,987,3699,426111756
HOSP_1634,9740,126,532,101614809
HOSP_1635,13256,243,835,113433137
HOSP_1636,23950,611,2517,274113739
HOSP_1637,28806,635,1803,293931367
HOSP_1638,29087,637,1924,292285629
HOSP_1639,35175,464,1963,351908717
HOSP_1640,11479,336,1029,148390119
HOSP_1641,43826,855,2419,378139724
HOSP_1642,46082,649,2457,437384818
HOSP_1643,4400,130,452,57938421
HOSP_1644,46194,607,2548,444951886
HOSP_1645,18044,418,1440,227372824
HOSP_1646,71031,906,4012,635352141
HOSP_1647,38357,659,2465,399819682
HOSP_1648,28892,879,2420,347111234
HOSP_1649,15586,423,1775,222420683
HOSP_1650,39237,601,2091,350220785
HOSP_1651,55897,733,3170,515138503
HOSP_1652,8701,141,626,79519418
HOSP_1653,9475,169,546,86995042
HOSP_1654,8556,111,416,75804568
HOSP_1655,30231,863,3176,398844368
HOSP_1656,18690,365,927,189596894
HOSP_1657,66555,973,2602,586581124
HOSP_1658,31642,802,3106,376516349
HOSP_1659,11481,207,630,93573060
HOSP_1660,32603,632,2462,381442537
HOSP_1661,39133,690,2004,345892421
HOSP_1662,48132,735,2281,443829100
HOSP_1663,30253,558,2464,339978879
HOSP_1664,6859,118,527,75881507
HOSP_1665,22309,318,1285,185674843
HOSP_1666,51895,922,3069,510247104
HOSP_1667,53036,734,2536,457695530
HOSP_1668,27052,523,1308,229295286
HOSP_1669,21314,394,1231,230865882
HOSP_1670,13042,395,1098,133859460
HOSP_1671,13175,268,732,109613797
HOSP_1672,69199,895,2355,532276063
HOSP_1673,22123,513,1772,275931207
HOSP_1674,36230,795,2570,431394193
HOSP_1675,30436,470,1836,271795304
HOSP_1676,47358,783,3261,529941704
HOSP_1677,23391,385,1668,246688540
HOSP_1678,41483,609,2203,417486912
HOSP_1679,5449,127,548,69529573
HOSP_1680,28867,697,2904,360622062
HOSP_1681,16122,273,876,151758969
HOSP_1682,56517,766,2714,484339398
HOSP_1683,31496,666,2513,302095743
HOSP_1684,18469,244,1032,183359614
HOSP_1685,30913,965,2769,328634242
HOSP_1686,73003,969,3098,602654216
HOSP_1687,13680,417,1298,165478499
HOSP_1688,67336,888,2875,588227562
HOSP_1689,28416,636,2458,341987414
HOSP_1690,52194,882,3083,510690491
HOSP_1691,25399,367,1007,217345656
HOSP_1692,26319,764,2001,285760688
HOSP_1693,3924,126,501,49658691
HOSP_1694,20817,266,1101,193992018
HOSP_1695,37886,852,2604,386482181
HOSP_1696,25852,627,2511,326915938
HOSP_1697,38554,776,3216,442714656
HOSP_1698,16291,254,1119,159084862
HOSP_1699,7929,192,571,80660551
HOSP_1700,64103,885,3547,524869731
HOSP_1701,13784,353,1222,139974700
HOSP_1702,36959,677,2797,425326969
HOSP_1703,21112,496,1307,181932558
HOSP_1704,27719,394,1320,209525805
HOSP_1705,12755,290,1085,156456792
HOSP_1706,48314,693,2619,459656201
HOSP_1707,27900,363,1110,202397237
HOSP_1708,16717,538,1404,207496085
HOSP_1709,45710,721,1841,324416487
HOSP_1710,33485,849,3712,394313569
HOSP_1711,48132,876,2912,486388471
HOSP_1712,20029,455,1555,205866640
HOSP_1713,19768,588,1480,216141114
HOSP_1714,14732,448,1446,191925460
HOSP_1715,34775,457,1306,305563839
HOSP_1716,25291,432,1474,227656590
HOSP_1717,46393,710,2577,373887408
HOSP_1718,64593,810,2979,630281919
HOSP_1719,45453,741,2622,470381563
HOSP_1720,46111,981,3010,471720051
HOSP_1721,21295,606,1710,252770075
HOSP_1722,33610,422,1486,303324172
HOSP_1723,12889,295,792,109961170
HOSP_1724,7562,156,468,83816518
HOSP_1725,6680,104,296,63871880
HOSP_1726,5467,112,351,57912225
HOSP_1727,64714,841,2159,542338130
HOSP_1728,32095,546,1485,314734105
HOSP_1729,40119,520,2137,358351992
HOSP_1730,58003,745,1882,486100458
HOSP_1731,41308,661,2812,400566980
HOSP_1732,14064,176,466,108924021
HOSP_1733,28053,793,2457,299150454
HOSP_1734,20790,294,1128,201603216
HOSP_1735,33694,884,3205,470650402
HOSP_1736,29017,522,2102,286381825
HOSP_1737,50268,668,1809,393205192
HOSP_1738,11976,252,943,148604285
HOSP_1739,13004,299,1232,178012269
HOSP_1740,53607,878,3747,479918081
HOSP_1741,45605,574,1937,365835180
HOSP_1742,63431,988,4367,620765781
HOSP_1743,10349,193,576,109193841
HOSP_1744,40215,763,2769,375935716
HOSP_1745,28039,649,2061,329292251
HOSP_1746,40162,749,3012,385358325
HOSP_1747,3417,99,414,51175542
HOSP_1748,10652,228,657,96967239
HOSP_1749,17931,362,1305,168999845
HOSP_1750,16806,256,1031,140942558
HOSP_1751,56287,902,3338,492375651
HOSP_1752,45571,699,2040,404473902
HOSP_1753,46947,659,2588,480132742
HOSP_1754,28826,916,3864,375705684
HOSP_1755,25245,447,1212,228700957
HOSP_1756,43420,643,2421,450255546
HOSP_1757,13466,190,757,124536489
HOSP_1758,17539,538,2327,273613308
HOSP_1759,6081,138,531,73795708
HOSP_1760,57078,855,2387,419685240
HOSP_1761,11717,196,881,137844935
HOSP_1762,34066,681,2068,319519206
HOSP_1763,49784,689,2644,451655263
HOSP_1764,19974,451,1752,206166049
HOSP_1765,15772,497,1533,190627795
HOSP_1766,33416,690,2620,348348585
HOSP_1767,25426,485,1974,277838398
HOSP_1768,11455,246,741,102214288
HOSP_1769,3436,52,138,25803790
HOSP_1770,15738,288,970,164396060
HOSP_1771,34497,693,2339,401532213
HOSP_1772,31056,475,1905,317890747
HOSP_1773,28773,526,1875,289415751
HOSP_1774,66179,911,4071,654428535
HOSP_1775,34075,825,3455,446132774
HOSP_1776,18390,230,614,153582829
HOSP_1777,24669,501,1576,277975024
HOSP_1778,27114,368,941,181826752
HOSP_1779,55067,984,3348,467285278
HOSP_1780,26406,791,3431,375179642
HOSP_1781,55323,913,3940,636161079
HOSP_1782,33244,570,2309,323782942
HOSP_1783,23356,431,1253,238179804
HOSP_1784,31786,542,2177,338328808
HOSP_1785,43685,553,2483,398997701
HOSP_1786,44010,612,2090,402172466
HOSP_1787,54005,926,3667,504934740
HOSP_1788,21799,274,740,177578663
HOSP_1789,64364,881,3644,572989476
HOSP_1790,41268,585,1489,346136938
HOSP_1791,38271,657,2697,383827488
HOSP_1792,6664,168,665,74567974
HOSP_1793,50321,747,3325,454454707
HOSP_1794,50395,844,2202,376553228
HOSP_1795,6353,146,394,54515592
HOSP_1796,17589,469,1872,208711852
HOSP_1797,40519,700,3120,442713421
HOSP_1798,26694,526,2103,303308059
HOSP_1799,15004,208,580,111213455
HOSP_1800,35597,940,4161,496221996
HOSP_1801,25493,448,1620,280446143
HOSP_1802,15464,355,1166,164979138
HOSP_1803,3973,121,540,63610489
HOSP_1804,16874,245,913,173384500
HOSP_1805,39505,661,2900,470831659
HOSP_1806,16090,349,1322,174191360
HOSP_1807,3036,62,184,28253632
HOSP_1808,44884,711,2550,399579866
HOSP_1809,15404,272,1021,170004158
HOSP_1810,38002,673,2920,387757066
HOSP_1811,21250,304,802,166559649
HOSP_1812,16268,369,1097,187297662
HOSP_1813,37925,535,2226,322311756
HOSP_1814,32836,862,3789,510024704
HOSP_1815,12218,252,640,107099680
HOSP_1816,31647,626,2162,329426970
HOSP_1817,7427,194,821,90594272
HOSP_1818,48604,657,1940,363114198
HOSP_1819,13366,302,1235,155702686
HOSP_1820,64043,876,2852,545572333
HOSP_1821,28316,909,2940,379045846
HOSP_1822,29971,830,2130,307427802
HOSP_1823,40707,599,1852,397281262
HOSP_1824,16962,255,752,146197841
HOSP_1825,48277,763,3308,461097060
HOSP_1826,12400,243,937,145565262
HOSP_1827,3522,67,192,35635724
HOSP_1828,49690,870,2562,456782220
HOSP_1829,9132,160,533,87322838
HOSP_1830,52258,674,2338,480871019
HOSP_1831,24098,465,1259,245993054
HOSP_1832,42065,594,1767,358939883
HOSP_1833,16939,274,1169,165604193
HOSP_1834,13471,280,1096,162103936
HOSP_1835,54556,696,2211,487706104
HOSP_1836,8607,269,752,109937170
HOSP_1837,43160,585,1588,386803660
HOSP_1838,58658,743,2640,560503544
HOSP_1839,42109,578,2259,392390579
HOSP_1840,37990,536,2108,365403098
HOSP_1841,35616,478,1745,280659056
HOSP_1842,16211,264,1145,154723889
HOSP_1843,8820,134,443,76199568
HOSP_1844,4947,142,563,75823438
HOSP_1845,40470,570,1749,346881277
HOSP_1846,48618,671,2072,373833808
HOSP_1847,49479,635,1858,354173507
HOSP_1848,47656,694,2463,425096574
HOSP_1849,6210,157,462,72721761
HOSP_1850,22202,498,1701,223646822
HOSP_1851,42970,963,2750,453221371
HOSP_1852,39677,556,1610,328965711
HOSP_1853,17054,525,2294,250003187
HOSP_1854,34144,521,1878,333894474
HOSP_1855,30607,940,3951,395790833
HOSP_1856,14481,250,662,122739982
HOSP_1857,26016,589,2386,324783199
HOSP_1858,53331,715,1992,476378160
HOSP_1859,26273,794,3051,397697332
HOSP_1860,30985,407,1579,242431347
HOSP_1861,32449,925,3548,398280389
HOSP_1862,23359,358,1521,239696353
HOSP_1863,43333,645,2875,490516070
HOSP_1864,38903,578,2555,440683443
HOSP_1865,32893,441,1193,282382898
HOSP_1866,3767,59,260,42433693
HOSP_1867,25078,316,1333,251016000
HOSP_1868,40302,703,2954,411570829
HOSP_1869,3634,71,195,32383931
HOSP_1870,17301,231,849,136562146
HOSP_1871,49125,725,3152,479902863
HOSP_1872,34013,697,1943,305786205
HOSP_1873,17394,563,1756,245145795
HOSP_1874,12167,225,959,135352510
HOSP_1875,36848,649,2296,329659937
HOSP_1876,11840,297,1118,158119940
HOSP_1877,30296,882,3833,393572432
HOSP_1878,66987,879,2459,566374662
HOSP_1879,10462,150,671,102684518
HOSP_1880,49895,719,2752,472064179
HOSP_1881,32060,538,2217,337623882
HOSP_1882,52583,670,2495,455330834
HOSP_1883,29443,889,3706,482462681
HOSP_1884,46926,910,2798,428206956
HOSP_1885,40972,955,2645,368626256
HOSP_1886,33823,952,4244,439331433
HOSP_1887,48622,640,2132,433381329
HOSP_1888,3969,88,355,43377589
HOSP_1889,30821,421,1810,326477093
HOSP_1890,45269,728,2008,391925079
HOSP_1891,34361,864,2730,390600746
HOSP_1892,41715,666,2466,361543484
HOSP_1893,42865,653,2238,395025246
HOSP_1894,78452,993,2614,531415672
HOSP_1895,14018,432,1609,218299085
HOSP_1896,40297,768,2365,334602515
HOSP_1897,44494,980,2954,512310549
HOSP_1898,14357,367,1450,168728558
HOSP_1899,48800,654,2894,490414093
HOSP_1900,6065,175,439,55847785
HOSP_1901,13163,277,849,148982648
HOSP_1902,47983,680,2968,437674841
HOSP_1903,29989,634,1806,284443186
HOSP_1904,37301,917,3513,394776762
HOSP_1905,31634,531,2215,296052635
HOSP_1906,45054,767,2140,411228648
HOSP_1907,28063,692,2070,330616748
HOSP_1908,28789,604,2594,355440410
HOSP_1909,39114,566,1912,350989081
HOSP_1910,36313,467,1720,334301182
HOSP_1911,51158,746,2642,446370944
HOSP_1912,54666,912,2977,494606294
HOSP_1913,13285,357,1587,206718866
HOSP_1914,36306,493,1322,283537207
HOSP_1915,4736,148,641,63500917
HOSP_1916,15493,380,1054,178219120
HOSP_1917,27511,820,3396,409824724
HOSP_1918,32343,579,2495,388970298
HOSP_1919,19372,414,1174,176930752
HOSP_1920,23104,331,1008,201062614
HOSP_1921,2470,55,239,30504658
HOSP_1922,21994,467,2024,287873752
HOSP_1923,9050,223,850,115271364
HOSP_1924,66614,948,2492,517366911
HOSP_1925,12541,377,1222,169002380
HOSP_1926,27307,749,3319,403599420
HOSP_1927,15037,199,624,107294025
HOSP_1928,64106,851,3688,570130677
HOSP_1929,15061,237,711,135139880
HOSP_1930,26097,739,2832,359202720
HOSP_1931,4058,62,223,39751788
HOSP_1932,6839,122,546,84999071
HOSP_1933,3160,90,291,38723181
HOSP_1934,43295,831,3692,437778234
HOSP_1935,30478,678,1703,248378726
HOSP_1936,12799,305,1096,127183353
HOSP_1937,5178,92,408,56189967
HOSP_1938,13782,259,1035,155197267
HOSP_1939,52505,967,3409,569788905
HOSP_1940,20594,318,1221,201676657
HOSP_1941,68239,988,3570,639008066
HOSP_1942,33082,725,1880,274343668
HOSP_1943,5760,109,477,71484911
HOSP_1944,15970,406,1129,186476300
HOSP_1945,51100,851,3294,513081550
HOSP_1946,19600,645,2393,258367806
HOSP_1947,19390,348,1167,170836971
HOSP_1948,20265,373,1185,185555811
HOSP_1949,8819,226,828,112929170
HOSP_1950,27653,513,1318,274968117
HOSP_1951,22251,297,1134,213682978
HOSP_1952,22780,636,1906,251566739
HOSP_1953,36352,796,3401,394075162
HOSP_1954,17045,348,1537,217204586
HOSP_1955,10471,234,854,103892975
HOSP_1956,40349,828,3675,493285268
HOSP_1957,10861,157,523,106263888
HOSP_1958,64425,886,2492,464783726
HOSP_1959,18138,550,1949,241521560
HOSP_1960,44668,993,4349,515998106
HOSP_1961,54639,745,2663,477292527
HOSP_1962,11464,218,937,145996636
HOSP_1963,42659,638,1911,382488690
HOSP_1964,35439,494,1652,337109856
HOSP_1965,37606,484,2091,352439395
HOSP_1966,29289,656,1691,250712673
HOSP_1967,61117,826,2844,555464749
HOSP_1968,16239,404,1392,212565546
HOSP_1969,69904,980,2924,579020739
HOSP_1970,26662,439,1439,230233556
HOSP_1971,37437,990,3755,449348096
HOSP_1972,23576,434,1392,229975274
HOSP_1973,15531,321,1219,189634882
HOSP_1974,21948,328,1263,221226405
HOSP_1975,64921,816,2808,503852438
HOSP_1976,23102,672,2328,309006444
HOSP_1977,74020,951,3367,624660941
HOSP_1978,21493,495,1260,204521968
HOSP_1979,42807,628,1792,383919292
HOSP_1980,14470,241,797,137450739
HOSP_1981,23556,710,2192,289695316
HOSP_1982,23200,307,1228,210683442
HOSP_1983,16044,333,1371,201988403
HOSP_1984,34029,457,1609,281374251
HOSP_1985,30586,479,1705,318677314
HOSP_1986,52950,965,3675,614458906
HOSP_1987,3609,62,219,35198684
HOSP_1988,42775,718,2708,442003670
HOSP_1989,23300,401,1767,244094960
HOSP_1990,37780,496,1289,291218315
HOSP_1991,22056,400,1628,226725823
HOSP_1992,46273,702,2675,466316609
HOSP_1993,27591,694,2332,351147166
HOSP_1994,43752,960,3983,465041772
HOSP_1995,17712,278,1112,170120219
HOSP_1996,28391,662,2482,343178345
HOSP_1997,17818,289,1094,196597123
HOSP_1998,29792,684,2294,295375277
HOSP_1999,37300,604,2552,379800653
HOSP_2000,51285,660,1713,405383544
