InvoiceID,Date,CustomerID,CustomerCategory,CustomerState,CoffeeOrigin,Quantity_lbs,UnitPrice,COGS_per_unit,Sales,TotalCOGS,GrossMargin
INV-12335,2023-06-09,CUST-516,Wholesale,IL,Ethiopia,478,25.37,12.28,12126.86,5869.84,6257.02
INV-12336,2023-05-06,CUST-327,Wholesale,IL,Guatemala,203,25.95,15.18,5267.85,3081.54,2186.31
INV-12337,2023-03-23,CUST-425,Wholesale,IL,Brazil,411,16.05,7.65,6596.55,3144.15,3452.4
INV-12338,2023-06-30,CUST-450,Wholesale,TX,Brazil,40,17.12,11.78,684.8,471.2,213.6
INV-12339,2023-07-11,CUST-674,Wholesale,IL,Brazil,302,26.93,16.17,8132.86,4883.34,3249.52
INV-12340,2023-09-18,CUST-344,Online,CA,Brazil,49,23.59,16.16,1155.91,791.84,364.07
INV-12341,2023-06-08,CUST-392,Wholesale,NY,Ethiopia,442,22.71,12.67,10037.82,5600.14,4437.68
INV-12342,2023-03-05,CUST-502,Wholesale,TX,Brazil,310,15.71,10.37,4870.1,3214.7,1655.4
INV-12343,2023-01-09,CUST-670,Online,CA,Guatemala,48,21.75,9.8,1044.0,470.4,573.6
INV-12344,2023-12-31,CUST-856,Online,TX,Vietnam,31,18.88,8.0,585.28,248.0,337.28
INV-12345,2023-06-28,CUST-875,Online,WA,Colombia,19,23.01,12.37,437.19,235.03,202.16
INV-12346,2023-10-06,CUST-496,Wholesale,NY,Costa Rica,142,21.69,12.41,3079.98,1762.22,1317.76
INV-12347,2023-12-21,CUST-743,Wholesale,IL,Guatemala,57,29.29,14.14,1669.53,805.98,863.55
INV-12348,2023-04-04,CUST-648,Retail,TX,Brazil,1,28.56,14.13,28.56,14.13,14.43
INV-12349,2023-07-14,CUST-670,Online,TX,Guatemala,12,28.94,16.36,347.28,196.32,150.96
INV-12350,2023-10-26,CUST-205,Wholesale,TX,Brazil,224,15.25,6.95,3416.0,1556.8,1859.2
INV-12351,2023-10-18,CUST-531,Online,CA,Guatemala,6,27.68,18.03,166.08,108.18,57.9
INV-12352,2023-09-25,CUST-887,Online,IL,Colombia,40,20.17,9.99,806.8,399.6,407.2
INV-12353,2023-05-19,CUST-671,Wholesale,FL,Costa Rica,485,25.8,13.01,12513.0,6309.85,6203.15
INV-12354,2023-11-26,CUST-503,Online,WA,Costa Rica,2,22.47,10.0,44.94,20.0,24.94
INV-12355,2023-07-11,CUST-518,Retail,FL,Brazil,49,22.83,9.88,1118.67,484.12,634.55
INV-12356,2023-08-28,CUST-509,Online,FL,Colombia,7,19.51,13.35,136.57,93.45,43.12
INV-12357,2023-11-22,CUST-675,Wholesale,WA,Colombia,301,27.27,13.18,8208.27,3967.18,4241.09
INV-12358,2023-06-21,CUST-400,Retail,WA,Vietnam,2,28.56,17.64,57.12,35.28,21.84
INV-12359,2023-07-29,CUST-697,Retail,FL,Vietnam,35,18.07,9.05,632.45,316.75,315.7
INV-12360,2023-02-25,CUST-114,Wholesale,NY,Ethiopia,497,18.99,8.25,9438.03,4100.25,5337.78
INV-12361,2023-08-22,CUST-560,Online,NY,Guatemala,50,15.66,7.47,783.0,373.5,409.5
INV-12362,2023-08-12,CUST-246,Retail,TX,Vietnam,32,27.66,11.29,885.12,361.28,523.84
INV-12363,2023-05-31,CUST-285,Wholesale,CA,Colombia,205,25.14,11.67,5153.7,2392.35,2761.35
INV-12364,2023-11-24,CUST-443,Online,NY,Ethiopia,30,22.49,13.05,674.7,391.5,283.2
INV-12365,2023-05-08,CUST-797,Retail,IL,Colombia,48,20.26,10.83,972.48,519.84,452.64
INV-12366,2023-03-15,CUST-330,Retail,IL,Colombia,5,29.18,17.46,145.9,87.3,58.6
INV-12367,2023-04-11,CUST-955,Wholesale,TX,Vietnam,359,29.37,18.52,10543.83,6648.68,3895.15
INV-12368,2023-05-09,CUST-565,Retail,FL,Costa Rica,11,18.97,12.81,208.67,140.91,67.76
INV-12369,2023-08-30,CUST-440,Wholesale,WA,Ethiopia,131,19.04,12.52,2494.24,1640.12,854.12
INV-12370,2023-02-24,CUST-930,Retail,NY,Vietnam,41,16.29,9.47,667.89,388.27,279.62
INV-12371,2023-01-23,CUST-227,Online,IL,Vietnam,4,28.35,14.82,113.4,59.28,54.12
INV-12372,2023-07-23,CUST-505,Retail,TX,Brazil,6,26.33,11.84,157.98,71.04,86.94
INV-12373,2023-10-23,CUST-390,Wholesale,IL,Colombia,13,23.11,14.92,300.43,193.96,106.47
INV-12374,2023-07-21,CUST-460,Wholesale,TX,Costa Rica,372,18.18,9.6,6762.96,3571.2,3191.76
INV-12375,2023-12-03,CUST-785,Retail,TX,Colombia,29,16.6,9.61,481.4,278.69,202.71
INV-12376,2023-04-07,CUST-694,Wholesale,TX,Brazil,500,21.0,10.88,10500.0,5440.0,5060.0
INV-12377,2023-09-09,CUST-732,Retail,WA,Costa Rica,10,21.67,10.68,216.7,106.8,109.9
INV-12378,2023-08-08,CUST-881,Wholesale,FL,Vietnam,280,21.04,10.68,5891.2,2990.4,2900.8
INV-12379,2023-11-26,CUST-512,Wholesale,CA,Colombia,411,18.9,12.16,7767.9,4997.76,2770.14
INV-12380,2023-06-06,CUST-661,Retail,TX,Costa Rica,32,27.91,12.28,893.12,392.96,500.16
INV-12381,2023-07-21,CUST-774,Retail,TX,Colombia,6,16.33,7.22,97.98,43.32,54.66
INV-12382,2023-09-15,CUST-856,Online,IL,Brazil,14,15.98,7.24,223.72,101.36,122.36
INV-12383,2023-04-19,CUST-857,Retail,IL,Colombia,33,20.15,8.1,664.95,267.3,397.65
INV-12384,2023-03-11,CUST-963,Wholesale,FL,Brazil,198,24.35,11.86,4821.3,2348.28,2473.02
INV-12385,2023-02-02,CUST-793,Wholesale,FL,Guatemala,61,21.33,12.26,1301.13,747.86,553.27
INV-12386,2023-02-27,CUST-488,Online,TX,Guatemala,47,24.09,15.89,1132.23,746.83,385.4
INV-12387,2023-03-24,CUST-622,Wholesale,NY,Guatemala,197,20.54,9.33,4046.38,1838.01,2208.37
INV-12388,2023-08-18,CUST-529,Online,FL,Colombia,25,27.9,13.07,697.5,326.75,370.75
INV-12389,2023-02-21,CUST-491,Wholesale,FL,Colombia,384,29.44,13.84,11304.96,5314.56,5990.4
INV-12390,2023-04-02,CUST-511,Wholesale,CA,Costa Rica,500,21.13,9.6,10565.0,4800.0,5765.0
INV-12391,2023-08-29,CUST-693,Wholesale,FL,Brazil,452,26.03,10.48,11765.56,4736.96,7028.6
INV-12392,2023-04-15,CUST-190,Retail,WA,Guatemala,27,16.56,9.13,447.12,246.51,200.61
INV-12393,2023-10-21,CUST-623,Wholesale,TX,Ethiopia,401,20.81,12.17,8344.81,4880.17,3464.64
INV-12394,2023-09-01,CUST-592,Online,FL,Costa Rica,24,22.04,11.76,528.96,282.24,246.72
INV-12395,2023-05-25,CUST-222,Retail,FL,Colombia,50,21.02,11.9,1051.0,595.0,456.0
INV-12396,2023-05-23,CUST-982,Online,TX,Guatemala,6,19.55,12.01,117.3,72.06,45.24
INV-12397,2023-12-29,CUST-463,Wholesale,WA,Brazil,78,16.99,8.32,1325.22,648.96,676.26
INV-12398,2023-04-30,CUST-964,Online,TX,Vietnam,8,15.05,6.07,120.4,48.56,71.84
INV-12399,2023-10-19,CUST-161,Online,TX,Guatemala,42,27.2,14.55,1142.4,611.1,531.3
INV-12400,2023-05-22,CUST-124,Wholesale,TX,Ethiopia,118,21.03,9.4,2481.54,1109.2,1372.34
INV-12401,2023-12-08,CUST-289,Retail,CA,Colombia,25,22.46,12.71,561.5,317.75,243.75
INV-12402,2023-07-16,CUST-710,Wholesale,TX,Costa Rica,209,16.93,7.72,3538.37,1613.48,1924.89
INV-12403,2023-02-10,CUST-847,Retail,TX,Ethiopia,33,29.54,14.53,974.82,479.49,495.33
INV-12404,2023-08-14,CUST-343,Retail,FL,Brazil,16,24.56,16.38,392.96,262.08,130.88
INV-12405,2023-08-12,CUST-599,Wholesale,NY,Brazil,63,23.98,14.89,1510.74,938.07,572.67
INV-12406,2023-09-29,CUST-806,Online,FL,Guatemala,20,29.47,12.16,589.4,243.2,346.2
INV-12407,2023-12-29,CUST-111,Wholesale,TX,Brazil,248,22.14,11.74,5490.72,2911.52,2579.2
INV-12408,2023-01-30,CUST-644,Wholesale,NY,Costa Rica,179,20.38,14.23,3648.02,2547.17,1100.85
INV-12409,2023-02-05,CUST-888,Online,CA,Costa Rica,35,18.62,10.12,651.7,354.2,297.5
INV-12410,2023-07-25,CUST-353,Online,NY,Guatemala,40,25.94,12.95,1037.6,518.0,519.6
INV-12411,2023-06-01,CUST-742,Retail,WA,Costa Rica,37,22.6,12.81,836.2,473.97,362.23
INV-12412,2023-07-27,CUST-250,Retail,IL,Ethiopia,44,15.68,6.64,689.92,292.16,397.76
INV-12413,2023-06-27,CUST-820,Retail,FL,Vietnam,11,17.97,7.49,197.67,82.39,115.28
INV-12414,2023-05-13,CUST-187,Retail,TX,Colombia,32,26.82,11.55,858.24,369.6,488.64
INV-12415,2023-09-17,CUST-177,Online,WA,Colombia,40,24.31,10.56,972.4,422.4,550.0
INV-12416,2023-09-12,CUST-488,Wholesale,CA,Costa Rica,66,27.79,17.44,1834.14,1151.04,683.1
INV-12417,2023-09-18,CUST-861,Online,NY,Colombia,25,17.34,7.29,433.5,182.25,251.25
INV-12418,2023-10-01,CUST-239,Online,FL,Vietnam,27,17.83,7.88,481.41,212.76,268.65
INV-12419,2023-02-21,CUST-475,Retail,CA,Costa Rica,7,19.0,9.78,133.0,68.46,64.54
INV-12420,2023-03-07,CUST-527,Retail,CA,Colombia,42,29.32,13.8,1231.44,579.6,651.84
INV-12421,2023-05-07,CUST-183,Wholesale,NY,Brazil,14,25.37,13.76,355.18,192.64,162.54
INV-12422,2023-04-26,CUST-312,Online,IL,Guatemala,48,27.84,17.0,1336.32,816.0,520.32
INV-12423,2023-07-18,CUST-778,Wholesale,NY,Colombia,478,17.86,10.37,8537.08,4956.86,3580.22
INV-12424,2023-01-27,CUST-689,Wholesale,NY,Colombia,424,23.49,12.42,9959.76,5266.08,4693.68
INV-12425,2023-09-11,CUST-614,Retail,CA,Ethiopia,9,25.84,16.32,232.56,146.88,85.68
INV-12426,2023-06-13,CUST-957,Wholesale,IL,Ethiopia,47,16.81,10.53,790.07,494.91,295.16
INV-12427,2023-04-24,CUST-374,Wholesale,IL,Colombia,461,21.23,12.33,9787.03,5684.13,4102.9
INV-12428,2023-08-14,CUST-970,Online,CA,Colombia,38,29.75,13.44,1130.5,510.72,619.78
INV-12429,2023-05-22,CUST-314,Online,IL,Colombia,30,21.68,9.18,650.4,275.4,375.0
INV-12430,2023-01-04,CUST-624,Wholesale,NY,Ethiopia,80,18.32,9.2,1465.6,736.0,729.6
INV-12431,2023-06-11,CUST-172,Wholesale,WA,Costa Rica,482,19.14,10.7,9225.48,5157.4,4068.08
INV-12432,2023-04-15,CUST-483,Retail,NY,Ethiopia,17,19.73,9.7,335.41,164.9,170.51
INV-12433,2023-03-19,CUST-882,Retail,FL,Brazil,20,27.17,17.92,543.4,358.4,185.0
INV-12434,2023-04-15,CUST-655,Wholesale,IL,Costa Rica,61,17.54,7.18,1069.94,437.98,631.96
INV-12435,2023-12-31,CUST-851,Wholesale,WA,Costa Rica,304,26.79,13.75,8144.16,4180.0,3964.16
INV-12436,2023-09-28,CUST-471,Wholesale,NY,Ethiopia,60,19.36,7.77,1161.6,466.2,695.4
INV-12437,2023-05-25,CUST-193,Retail,IL,Costa Rica,23,15.89,7.48,365.47,172.04,193.43
INV-12438,2023-03-06,CUST-882,Wholesale,CA,Colombia,78,29.06,13.44,2266.68,1048.32,1218.36
INV-12439,2023-10-10,CUST-919,Wholesale,NY,Brazil,460,24.57,10.78,11302.2,4958.8,6343.4
INV-12440,2023-10-09,CUST-606,Retail,WA,Costa Rica,22,27.19,11.69,598.18,257.18,341.0
INV-12441,2023-05-24,CUST-122,Online,IL,Guatemala,42,19.54,13.33,820.68,559.86,260.82
INV-12442,2023-01-27,CUST-858,Retail,FL,Costa Rica,47,18.09,10.87,850.23,510.89,339.34
INV-12443,2023-02-16,CUST-324,Online,FL,Guatemala,12,17.35,7.69,208.2,92.28,115.92
INV-12444,2023-12-22,CUST-448,Retail,CA,Colombia,33,23.82,16.21,786.06,534.93,251.13
INV-12445,2023-07-25,CUST-172,Retail,TX,Brazil,37,16.29,6.96,602.73,257.52,345.21
INV-12446,2023-01-17,CUST-975,Retail,TX,Guatemala,30,19.13,11.38,573.9,341.4,232.5
INV-12447,2023-08-11,CUST-404,Wholesale,FL,Guatemala,272,20.08,8.07,5461.76,2195.04,3266.72
INV-12448,2023-10-31,CUST-807,Retail,CA,Guatemala,45,27.41,11.04,1233.45,496.8,736.65
INV-12449,2023-08-20,CUST-845,Wholesale,CA,Brazil,325,25.7,12.9,8352.5,4192.5,4160.0
INV-12450,2023-08-04,CUST-710,Online,FL,Vietnam,27,20.48,9.9,552.96,267.3,285.66
INV-12451,2023-12-19,CUST-430,Online,FL,Costa Rica,6,19.34,10.14,116.04,60.84,55.2
INV-12452,2023-12-21,CUST-405,Wholesale,TX,Guatemala,412,21.15,8.86,8713.8,3650.32,5063.48
INV-12453,2023-03-18,CUST-629,Retail,IL,Colombia,24,26.77,13.98,642.48,335.52,306.96
INV-12454,2023-12-28,CUST-434,Retail,TX,Colombia,41,29.27,14.36,1200.07,588.76,611.31
INV-12455,2023-09-16,CUST-188,Retail,IL,Costa Rica,39,21.68,14.91,845.52,581.49,264.03
INV-12456,2023-06-18,CUST-244,Retail,CA,Vietnam,3,19.14,8.51,57.42,25.53,31.89
INV-12457,2023-05-14,CUST-679,Retail,FL,Guatemala,27,16.73,9.39,451.71,253.53,198.18
INV-12458,2023-11-24,CUST-234,Wholesale,WA,Colombia,289,26.89,16.7,7771.21,4826.3,2944.91
INV-12459,2023-11-06,CUST-355,Online,NY,Brazil,32,15.96,8.82,510.72,282.24,228.48
INV-12460,2023-10-13,CUST-692,Wholesale,TX,Costa Rica,398,24.57,11.79,9778.86,4692.42,5086.44
INV-12461,2023-09-13,CUST-408,Wholesale,TX,Ethiopia,27,21.55,13.29,581.85,358.83,223.02
INV-12462,2023-08-28,CUST-775,Retail,FL,Guatemala,29,16.11,9.62,467.19,278.98,188.21
INV-12463,2023-12-26,CUST-406,Retail,TX,Brazil,49,25.0,17.17,1225.0,841.33,383.67
INV-12464,2023-05-15,CUST-814,Online,NY,Brazil,36,21.93,10.48,789.48,377.28,412.2
INV-12465,2023-04-04,CUST-512,Online,FL,Vietnam,38,24.46,16.45,929.48,625.1,304.38
INV-12466,2023-02-25,CUST-288,Online,CA,Brazil,23,28.94,18.22,665.62,419.06,246.56
INV-12467,2023-09-11,CUST-559,Retail,FL,Colombia,27,29.56,19.87,798.12,536.49,261.63
INV-12468,2023-02-23,CUST-544,Retail,TX,Colombia,48,15.25,9.99,732.0,479.52,252.48
INV-12469,2023-07-31,CUST-498,Retail,CA,Brazil,26,23.69,12.5,615.94,325.0,290.94
INV-12470,2023-08-01,CUST-364,Wholesale,TX,Ethiopia,241,21.57,10.53,5198.37,2537.73,2660.64
INV-12471,2023-08-26,CUST-831,Wholesale,WA,Ethiopia,89,22.96,12.7,2043.44,1130.3,913.14
INV-12472,2023-03-24,CUST-618,Retail,CA,Ethiopia,1,21.63,8.78,21.63,8.78,12.85
INV-12473,2023-08-23,CUST-855,Wholesale,TX,Guatemala,154,27.72,14.29,4268.88,2200.66,2068.22
INV-12474,2023-04-10,CUST-121,Wholesale,WA,Costa Rica,15,15.03,6.35,225.45,95.25,130.2
INV-12475,2023-07-21,CUST-174,Online,TX,Costa Rica,39,18.37,12.86,716.43,501.54,214.89
INV-12476,2023-11-08,CUST-914,Online,CA,Vietnam,12,22.26,9.98,267.12,119.76,147.36
INV-12477,2023-12-14,CUST-251,Online,CA,Ethiopia,14,28.11,14.55,393.54,203.7,189.84
INV-12478,2023-02-01,CUST-232,Retail,NY,Guatemala,36,22.1,13.76,795.6,495.36,300.24
INV-12479,2023-07-11,CUST-122,Retail,NY,Ethiopia,11,22.55,13.87,248.05,152.57,95.48
INV-12480,2023-05-27,CUST-147,Online,WA,Ethiopia,29,22.31,14.26,646.99,413.54,233.45
INV-12481,2023-05-03,CUST-508,Retail,TX,Vietnam,19,24.48,11.69,465.12,222.11,243.01
INV-12482,2023-02-05,CUST-749,Retail,WA,Ethiopia,44,26.43,13.53,1162.92,595.32,567.6
INV-12483,2023-07-29,CUST-471,Retail,WA,Colombia,23,18.8,11.92,432.4,274.16,158.24
INV-12484,2023-08-08,CUST-149,Retail,CA,Ethiopia,22,17.91,11.8,394.02,259.6,134.42
INV-12485,2023-03-24,CUST-699,Retail,FL,Guatemala,26,23.38,15.4,607.88,400.4,207.48
INV-12486,2023-08-10,CUST-647,Online,WA,Ethiopia,19,19.3,9.8,366.7,186.2,180.5
INV-12487,2023-09-20,CUST-507,Wholesale,NY,Brazil,253,16.62,10.45,4204.86,2643.85,1561.01
INV-12488,2023-07-20,CUST-817,Wholesale,FL,Guatemala,314,16.4,10.26,5149.6,3221.64,1927.96
INV-12489,2023-09-28,CUST-644,Retail,NY,Ethiopia,37,17.66,9.58,653.42,354.46,298.96
INV-12490,2023-08-01,CUST-684,Wholesale,FL,Ethiopia,196,15.43,6.88,3024.28,1348.48,1675.8
INV-12491,2023-01-29,CUST-304,Wholesale,TX,Colombia,47,23.77,16.42,1117.19,771.74,345.45
INV-12492,2023-02-11,CUST-127,Online,IL,Colombia,43,28.81,16.12,1238.83,693.16,545.67
INV-12493,2023-11-22,CUST-304,Wholesale,TX,Guatemala,449,20.28,13.94,9105.72,6259.06,2846.66
INV-12494,2023-01-11,CUST-938,Wholesale,CA,Guatemala,257,25.29,12.97,6499.53,3333.29,3166.24
INV-12495,2023-11-30,CUST-432,Wholesale,NY,Vietnam,69,19.02,10.33,1312.38,712.77,599.61
INV-12496,2023-06-30,CUST-547,Wholesale,FL,Vietnam,494,25.02,11.91,12359.88,5883.54,6476.34
INV-12497,2023-06-13,CUST-662,Online,TX,Colombia,5,24.94,14.73,124.7,73.65,51.05
INV-12498,2023-05-09,CUST-816,Wholesale,FL,Costa Rica,268,20.45,9.88,5480.6,2647.84,2832.76
INV-12499,2023-05-30,CUST-429,Wholesale,FL,Vietnam,334,17.68,11.59,5905.12,3871.06,2034.06
INV-12500,2023-12-19,CUST-655,Retail,NY,Guatemala,6,24.58,16.71,147.48,100.26,47.22
INV-12501,2023-08-27,CUST-667,Retail,FL,Colombia,3,24.5,13.17,73.5,39.51,33.99
INV-12502,2023-11-17,CUST-978,Online,NY,Colombia,43,25.51,16.96,1096.93,729.28,367.65
INV-12503,2023-03-06,CUST-399,Wholesale,WA,Guatemala,226,18.05,11.64,4079.3,2630.64,1448.66
INV-12504,2023-04-29,CUST-618,Wholesale,TX,Guatemala,253,20.29,12.41,5133.37,3139.73,1993.64
INV-12505,2023-04-30,CUST-675,Online,CA,Colombia,8,28.49,12.76,227.92,102.08,125.84
INV-12506,2023-07-05,CUST-605,Retail,CA,Colombia,16,27.68,17.39,442.88,278.24,164.64
INV-12507,2023-07-09,CUST-990,Online,FL,Ethiopia,42,28.7,14.13,1205.4,593.46,611.94
INV-12508,2023-06-03,CUST-135,Retail,NY,Brazil,26,25.4,17.34,660.4,450.84,209.56
INV-12509,2023-08-19,CUST-269,Wholesale,TX,Brazil,478,18.12,8.16,8661.36,3900.48,4760.88
INV-12510,2023-09-09,CUST-969,Retail,IL,Brazil,42,18.18,12.37,763.56,519.54,244.02
INV-12511,2023-04-03,CUST-176,Retail,FL,Colombia,49,21.55,10.58,1055.95,518.42,537.53
INV-12512,2023-04-12,CUST-622,Wholesale,NY,Ethiopia,42,26.15,16.66,1098.3,699.72,398.58
INV-12513,2023-10-15,CUST-673,Online,IL,Ethiopia,7,23.51,9.51,164.57,66.57,98.0
INV-12514,2023-10-24,CUST-977,Retail,FL,Brazil,43,29.23,15.8,1256.89,679.4,577.49
INV-12515,2023-02-05,CUST-249,Wholesale,FL,Brazil,310,17.1,11.44,5301.0,3546.4,1754.6
INV-12516,2023-08-20,CUST-205,Online,WA,Brazil,4,16.01,7.3,64.04,29.2,34.84
INV-12517,2023-08-15,CUST-405,Online,IL,Brazil,26,22.56,11.94,586.56,310.44,276.12
INV-12518,2023-12-29,CUST-325,Retail,IL,Brazil,36,17.88,12.0,643.68,432.0,211.68
INV-12519,2023-02-06,CUST-937,Retail,FL,Ethiopia,46,15.93,8.65,732.78,397.9,334.88
INV-12520,2023-08-23,CUST-677,Wholesale,TX,Vietnam,22,17.95,11.29,394.9,248.38,146.52
INV-12521,2023-11-12,CUST-352,Retail,TX,Brazil,45,26.14,13.85,1176.3,623.25,553.05
INV-12522,2023-08-15,CUST-653,Retail,CA,Costa Rica,48,18.73,8.96,899.04,430.08,468.96
INV-12523,2023-01-29,CUST-557,Wholesale,IL,Guatemala,479,22.37,10.8,10715.23,5173.2,5542.03
INV-12524,2023-10-02,CUST-753,Online,CA,Brazil,13,22.09,12.04,287.17,156.52,130.65
INV-12525,2023-12-04,CUST-848,Retail,WA,Vietnam,36,28.72,16.78,1033.92,604.08,429.84
INV-12526,2023-09-21,CUST-122,Online,TX,Ethiopia,41,15.45,8.13,633.45,333.33,300.12
INV-12527,2023-03-18,CUST-109,Retail,IL,Vietnam,48,21.32,11.44,1023.36,549.12,474.24
INV-12528,2023-10-14,CUST-315,Online,FL,Colombia,25,18.02,9.36,450.5,234.0,216.5
INV-12529,2023-05-07,CUST-628,Online,IL,Brazil,16,19.56,12.53,312.96,200.48,112.48
INV-12530,2023-11-09,CUST-338,Retail,FL,Guatemala,42,27.85,15.42,1169.7,647.64,522.06
INV-12531,2023-01-22,CUST-846,Wholesale,NY,Guatemala,464,29.41,15.63,13646.24,7252.32,6393.92
INV-12532,2023-03-18,CUST-171,Retail,TX,Brazil,3,21.77,13.24,65.31,39.72,25.59
INV-12533,2023-03-02,CUST-514,Retail,CA,Brazil,16,27.23,15.25,435.68,244.0,191.68
INV-12534,2023-08-31,CUST-336,Online,NY,Guatemala,16,20.11,11.13,321.76,178.08,143.68
INV-12535,2023-11-30,CUST-571,Retail,CA,Guatemala,27,25.94,13.58,700.38,366.66,333.72
INV-12536,2023-03-17,CUST-299,Wholesale,NY,Guatemala,18,23.46,14.34,422.28,258.12,164.16
INV-12537,2023-08-10,CUST-270,Online,NY,Costa Rica,21,27.89,17.56,585.69,368.76,216.93
INV-12538,2023-05-31,CUST-522,Retail,WA,Brazil,22,16.88,8.63,371.36,189.86,181.5
INV-12539,2023-12-04,CUST-819,Retail,WA,Colombia,33,20.62,13.29,680.46,438.57,241.89
INV-12540,2023-03-31,CUST-825,Online,WA,Guatemala,48,17.23,7.36,827.04,353.28,473.76
INV-12541,2023-02-22,CUST-203,Online,WA,Costa Rica,39,18.03,7.8,703.17,304.2,398.97
INV-12542,2023-05-27,CUST-861,Online,FL,Guatemala,24,16.43,7.36,394.32,176.64,217.68
INV-12543,2023-08-05,CUST-458,Online,WA,Costa Rica,3,20.48,10.74,61.44,32.22,29.22
INV-12544,2023-06-12,CUST-387,Wholesale,WA,Ethiopia,296,29.11,18.28,8616.56,5410.88,3205.68
INV-12545,2023-12-10,CUST-523,Wholesale,CA,Guatemala,135,26.16,17.71,3531.6,2390.85,1140.75
INV-12546,2023-03-04,CUST-992,Wholesale,FL,Guatemala,247,17.35,11.68,4285.45,2884.96,1400.49
INV-12547,2023-04-09,CUST-124,Online,FL,Vietnam,2,26.84,15.76,53.68,31.52,22.16
INV-12548,2023-06-10,CUST-429,Wholesale,WA,Costa Rica,154,20.62,8.63,3175.48,1329.02,1846.46
INV-12549,2023-11-29,CUST-112,Online,WA,Costa Rica,2,26.06,14.6,52.12,29.2,22.92
INV-12550,2023-08-06,CUST-462,Wholesale,CA,Colombia,172,16.94,10.28,2913.68,1768.16,1145.52
INV-12551,2023-03-06,CUST-761,Retail,IL,Brazil,13,22.15,13.66,287.95,177.58,110.37
INV-12552,2023-12-08,CUST-203,Retail,WA,Costa Rica,44,29.9,17.8,1315.6,783.2,532.4
INV-12553,2023-12-12,CUST-333,Retail,CA,Brazil,19,28.94,12.14,549.86,230.66,319.2
INV-12554,2023-09-30,CUST-334,Online,TX,Ethiopia,40,15.34,10.27,613.6,410.8,202.8
INV-12555,2023-09-28,CUST-896,Wholesale,WA,Vietnam,70,22.9,14.95,1603.0,1046.5,556.5
INV-12556,2023-06-05,CUST-893,Online,IL,Guatemala,44,26.36,11.5,1159.84,506.0,653.84
INV-12557,2023-02-26,CUST-101,Retail,WA,Vietnam,48,19.2,9.54,921.6,457.92,463.68
INV-12558,2023-12-14,CUST-891,Online,CA,Colombia,25,15.72,8.37,393.0,209.25,183.75
INV-12559,2023-12-15,CUST-447,Wholesale,TX,Brazil,267,15.8,9.6,4218.6,2563.2,1655.4
INV-12560,2023-09-27,CUST-198,Online,IL,Brazil,20,27.63,11.81,552.6,236.2,316.4
INV-12561,2023-04-18,CUST-226,Wholesale,FL,Colombia,369,24.31,11.81,8970.39,4357.89,4612.5
INV-12562,2023-04-01,CUST-232,Online,FL,Ethiopia,15,22.28,14.3,334.2,214.5,119.7
INV-12563,2023-08-31,CUST-598,Retail,IL,Guatemala,38,22.43,10.16,852.34,386.08,466.26
INV-12564,2023-05-27,CUST-956,Wholesale,NY,Vietnam,277,16.59,8.0,4595.43,2216.0,2379.43
INV-12565,2023-01-20,CUST-799,Wholesale,FL,Ethiopia,356,17.0,11.1,6052.0,3951.6,2100.4
INV-12566,2023-09-15,CUST-689,Online,IL,Guatemala,11,26.52,15.28,291.72,168.08,123.64
INV-12567,2023-05-25,CUST-676,Online,IL,Brazil,14,23.5,12.26,329.0,171.64,157.36
INV-12568,2023-01-24,CUST-708,Wholesale,IL,Vietnam,422,27.16,13.25,11461.52,5591.5,5870.02
INV-12569,2023-05-22,CUST-165,Wholesale,IL,Guatemala,402,19.88,10.08,7991.76,4052.16,3939.6
INV-12570,2023-10-01,CUST-113,Retail,FL,Colombia,39,19.98,9.78,779.22,381.42,397.8
INV-12571,2023-02-08,CUST-274,Retail,NY,Colombia,29,27.04,13.22,784.16,383.38,400.78
INV-12572,2023-10-27,CUST-705,Wholesale,FL,Ethiopia,240,20.97,12.82,5032.8,3076.8,1956.0
INV-12573,2023-11-25,CUST-989,Wholesale,WA,Vietnam,70,28.39,14.44,1987.3,1010.8,976.5
INV-12574,2023-03-22,CUST-444,Online,NY,Costa Rica,3,15.64,8.3,46.92,24.9,22.02
INV-12575,2023-03-24,CUST-726,Wholesale,TX,Ethiopia,304,24.89,12.75,7566.56,3876.0,3690.56
INV-12576,2023-05-13,CUST-798,Wholesale,FL,Costa Rica,260,29.36,20.45,7633.6,5317.0,2316.6
INV-12577,2023-06-18,CUST-286,Wholesale,NY,Vietnam,482,16.5,6.65,7953.0,3205.3,4747.7
INV-12578,2023-07-24,CUST-774,Retail,WA,Brazil,28,27.44,14.77,768.32,413.56,354.76
INV-12579,2023-07-28,CUST-685,Wholesale,NY,Ethiopia,473,18.99,10.45,8982.27,4942.85,4039.42
INV-12580,2023-04-18,CUST-907,Online,IL,Colombia,49,23.83,13.81,1167.67,676.69,490.98
INV-12581,2023-04-11,CUST-598,Online,TX,Costa Rica,17,21.64,12.78,367.88,217.26,150.62
INV-12582,2023-12-02,CUST-825,Retail,NY,Guatemala,3,20.29,14.16,60.87,42.48,18.39
INV-12583,2023-12-14,CUST-848,Retail,CA,Guatemala,19,24.13,12.73,458.47,241.87,216.6
INV-12584,2023-11-15,CUST-936,Online,WA,Brazil,19,15.61,10.38,296.59,197.22,99.37
INV-12585,2023-02-16,CUST-773,Retail,NY,Guatemala,28,28.87,18.59,808.36,520.52,287.84
